Is Superhost,neighbourhood,Neighborhood Group,Latitude,Longitude,Property Type,Room Type,Accomodates,Bathrooms,Bedrooms,Beds,Guests Included,Min Nights,Reviews,Instant Bookable,Business Travel Ready,Price
f,Prenzlauer Berg,Pankow,52.54775,13.40323,Apartment,Private room,2,1.0,1.0,1.0,2,1,47,f,f,43.0
f,Mitte,Mitte,52.53757,13.39361,Apartment,Private room,3,1.0,1.0,2.0,3,4,4,f,f,55.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49928000000001,13.414020000000002,Apartment,Entire home/apt,3,1.0,2.0,3.0,1,1,0,t,f,60.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47756,13.42055,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,3,0,f,f,38.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49435,13.39895,Apartment,Private room,2,1.0,2.0,1.0,1,1,3,f,f,65.0
f,Reinickendorf,Reinickendorf,52.5621,13.353970000000002,Apartment,Shared room,1,1.0,1.0,1.0,1,1,0,f,f,17.0
f,Pankow,Pankow,52.56239,13.4123,Apartment,Private room,1,1.0,1.0,2.0,1,5,0,f,f,35.0
f,Wedding,Mitte,52.55355,13.38266,Apartment,Entire home/apt,4,1.0,1.0,3.0,2,2,15,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48056999999999,13.43539,Apartment,Private room,2,1.0,1.0,1.0,2,4,1,t,f,50.0
f,Prenzlauer Berg,Pankow,52.55183,13.41666,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,3,5,t,f,65.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46866,13.4407,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,f,f,25.0
f,Wedding,Mitte,52.5537,13.355529999999998,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,7,0,t,f,48.0
f,Wedding,Mitte,52.55718,13.38434,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,1,0,t,f,79.0
f,NeukÃ¶lln,NeukÃ¶lln,52.473180000000006,13.44806,Condominium,Entire home/apt,4,1.0,1.0,2.0,1,1,3,f,f,80.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.510769999999994,13.46635,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,4,19,f,f,68.0
f,Moabit,Mitte,52.52907,13.334070000000002,Apartment,Private room,2,1.0,1.0,2.0,1,4,10,f,f,25.0
t,Prenzlauer Berg,Pankow,52.54434000000001,13.41769,Apartment,Entire home/apt,6,1.5,2.0,6.0,1,3,13,f,f,150.0
f,Moabit,Mitte,52.52186999999999,13.334,Apartment,Private room,2,1.0,1.0,1.0,2,1,14,t,f,35.0
f,Alt-Treptow,Treptow - KÃ¶penick,52.49377,13.45425,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,62,f,f,80.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.48669,13.36105,Apartment,Entire home/apt,4,1.0,1.0,1.0,1,21,3,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47006999999999,13.43404,Condominium,Private room,2,1.0,1.0,1.0,2,3,18,f,f,38.0
f,Mitte,Mitte,52.52703,13.396079999999998,Apartment,Private room,1,1.5,1.0,1.0,1,4,0,t,f,12.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.52544000000001,13.43477,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,2,0,f,f,60.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51643000000001,13.45084,Apartment,Entire home/apt,5,1.0,2.0,3.0,4,3,2,f,f,100.0
t,Mitte,Mitte,52.53046,13.40552,Apartment,Private room,2,1.0,1.0,1.0,2,1,81,t,f,80.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.48965,13.332729999999998,Apartment,Private room,2,1.0,1.0,1.0,1,2,110,t,f,33.0
f,Mitte,Mitte,52.51459000000001,13.4282,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,f,f,80.0
f,Mitte,Mitte,52.51133000000001,13.39007,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,1,f,f,50.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.4866,13.3919,Loft,Entire home/apt,4,1.5,1.0,1.0,1,3,0,f,f,80.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49921,13.36424,Bed and breakfast,Private room,2,2.0,1.0,3.0,1,1,21,f,f,40.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49911999999999,13.350920000000002,Apartment,Private room,1,2.0,1.0,1.0,1,14,4,f,f,20.0
f,NiederschÃ¶nhausen,Pankow,52.5891,13.38446,Apartment,Private room,4,1.0,1.0,2.0,1,5,6,f,f,20.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48608,13.3786,Apartment,Private room,2,1.0,1.0,2.0,2,3,5,f,f,50.0
t,Steglitz,Steglitz - Zehlendorf,52.45944000000001,13.34391,Apartment,Private room,2,1.0,1.0,1.0,1,5,7,t,f,29.0
f,Tegel,Reinickendorf,52.59116999999999,13.27068,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,1,f,f,55.0
f,Rahnsdorf,Treptow - KÃ¶penick,52.42444,13.631970000000004,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,12,4,t,f,50.0
f,Wedding,Mitte,52.55888,13.37591,Apartment,Entire home/apt,3,1.0,1.0,1.0,2,1,13,t,f,36.0
f,Moabit,Mitte,52.52978,13.34751,Apartment,Entire home/apt,4,1.0,2.0,4.0,2,14,17,f,f,50.0
f,Wedding,Mitte,52.54714,13.35146,Apartment,Entire home/apt,3,2.0,1.0,1.0,1,1,0,f,f,30.0
t,Mitte,Mitte,52.53496,13.37291,Apartment,Private room,2,1.0,1.0,1.0,1,1,25,f,f,199.0
f,SchmÃ¶ckwitz,Treptow - KÃ¶penick,52.3865,13.637579999999998,Apartment,Private room,2,1.5,1.0,1.0,1,1,42,f,f,19.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49636999999999,13.435279999999999,Apartment,Private room,2,2.0,1.0,1.0,1,1,8,f,f,35.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49266999999999,13.39782,Apartment,Entire home/apt,4,1.0,3.0,3.0,1,2,0,t,f,100.0
f,Mitte,Mitte,52.53355,13.38821,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,f,f,70.0
f,Charlottenburg,Charlottenburg-Wilm.,52.51271,13.29039,Apartment,Private room,2,1.5,1.0,1.0,1,1,0,f,f,35.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.50399,13.377720000000002,Apartment,Entire home/apt,5,1.0,2.0,3.0,1,4,141,t,f,99.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46544000000001,13.43929,Loft,Entire home/apt,3,1.0,1.0,1.0,2,6,15,t,f,48.0
f,Potsdamer Platz,Friedrichshain-Kreuzberg,52.50920999999999,13.400670000000002,Apartment,Entire home/apt,4,1.0,2.0,4.0,1,14,1,f,f,100.0
f,Wedding,Mitte,52.54976,13.389270000000002,Apartment,Private room,2,1.0,1.0,1.0,1,1,2,f,f,49.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46950999999999,13.42918,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,76,t,f,65.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49321,13.357470000000005,Apartment,Private room,2,2.0,1.0,1.0,1,1,0,t,f,30.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49278000000001,13.31539,Apartment,Entire home/apt,3,1.0,0.0,1.0,1,4,1,t,f,72.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49865,13.43651,Apartment,Private room,2,1.0,1.0,2.0,1,14,0,f,f,59.0
f,Mitte,Mitte,52.514109999999995,13.423329999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,6,f,f,40.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47689,13.42195,Apartment,Entire home/apt,2,1.0,1.0,1.0,2,30,2,t,f,55.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50161,13.4295,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,5,1,t,f,180.0
f,Prenzlauer Berg,Pankow,52.5335,13.446320000000002,Apartment,Entire home/apt,5,1.0,1.0,5.0,2,2,106,t,f,106.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.47971,13.31908,Bed and breakfast,Private room,2,1.0,0.0,2.0,1,1,2,t,f,55.0
f,Tiergarten,Mitte,52.49919000000001,13.362670000000001,Condominium,Entire home/apt,2,1.0,2.0,3.0,1,8,3,f,f,38.0
f,Charlottenburg,Charlottenburg-Wilm.,52.50307,13.31807,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,0,f,f,50.0
f,Charlottenburg,Charlottenburg-Wilm.,52.51895,13.30654,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,1,f,f,74.0
f,Britz,NeukÃ¶lln,52.44173000000001,13.43901,Apartment,Private room,1,1.0,1.0,1.0,1,1,2,f,f,16.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48073,13.44334,Apartment,Private room,2,1.0,1.0,2.0,2,5,1,f,f,36.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51028000000001,13.455770000000001,Apartment,Entire home/apt,5,1.0,2.0,2.0,1,7,4,t,f,32.0
f,Charlottenburg,Charlottenburg-Wilm.,52.52653000000001,13.29019,Apartment,Private room,2,1.5,1.0,1.0,1,1,21,f,f,19.0
f,Mitte,Mitte,52.51081,13.40416,Condominium,Entire home/apt,5,1.5,3.0,5.0,2,7,51,f,f,162.0
f,Karlshorst,Lichtenberg,52.48801,13.52351,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,53,f,f,41.0
f,Fennpfuhl,Lichtenberg,52.51059000000001,13.46301,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,1,2,t,f,43.0
f,Prenzlauer Berg,Pankow,52.54751,13.407770000000005,Serviced apartment,Entire home/apt,4,1.0,1.0,1.0,2,7,5,f,f,145.0
f,,Marzahn - Hellersdorf,52.49588000000001,13.648679999999999,Bed and breakfast,Entire home/apt,3,1.0,1.0,2.0,1,1,1,f,f,40.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51912,13.45169,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,2,0,f,f,120.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51438000000001,13.47158,Condominium,Entire home/apt,2,1.0,1.0,1.0,2,4,30,f,f,80.0
t,NeukÃ¶lln,NeukÃ¶lln,52.469809999999995,13.433270000000002,Apartment,Entire home/apt,4,1.0,1.0,1.0,2,30,44,f,f,50.0
t,Mitte,Mitte,52.52105,13.40819,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,20,259,t,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47503,13.425529999999998,Apartment,Private room,2,1.0,1.0,1.0,1,3,10,f,f,20.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48403,13.422879999999996,Apartment,Private room,2,1.0,1.0,1.0,1,3,35,f,f,45.0
f,Dahlem,Steglitz - Zehlendorf,52.43826,13.27874,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,1,2,f,f,81.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.496269999999996,13.43459,Condominium,Private room,2,1.0,1.0,1.0,1,3,1,t,f,55.0
f,Wedding,Mitte,52.55979000000001,13.35199,Apartment,Private room,2,1.0,1.0,1.0,2,2,13,f,f,59.0
f,Prenzlauer Berg,Pankow,52.55064000000001,13.414670000000005,Apartment,Private room,1,1.0,1.0,1.0,1,2,35,t,f,26.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50664,13.417979999999998,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,86,f,f,51.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51578000000001,13.4289,Apartment,Private room,1,2.0,1.0,1.0,1,1,0,f,f,13.0
t,Prenzlauer Berg,Pankow,52.54783000000001,13.42606,Apartment,Private room,2,1.0,1.0,1.0,1,2,67,f,f,55.0
f,Mitte,Mitte,52.51484,13.416670000000002,Apartment,Entire home/apt,4,2.5,2.0,2.0,1,6,1,t,f,90.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48642,13.44362,Apartment,Private room,4,1.0,1.0,2.0,2,3,7,t,f,45.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4784,13.447920000000002,Apartment,Private room,1,1.0,1.0,1.0,1,1,4,f,f,28.0
f,Tegel,Reinickendorf,52.57331,13.38741,Apartment,Private room,1,1.0,1.0,1.0,1,1,4,f,f,150.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49466,13.41885,Apartment,Private room,4,1.0,2.0,2.0,3,3,0,f,f,120.0
f,Prenzlauer Berg,Pankow,52.52938,13.42833,Apartment,Private room,2,1.0,1.0,1.0,1,8,3,f,f,30.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.52398000000001,13.443129999999998,Apartment,Entire home/apt,6,1.0,1.0,8.0,4,3,117,t,f,100.0
f,NeukÃ¶lln,NeukÃ¶lln,52.490080000000006,13.44058,Apartment,Private room,4,1.0,2.0,2.0,1,3,32,f,f,33.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47309,13.4473,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,5,0,f,f,89.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.501569999999994,13.431079999999998,Condominium,Private room,1,1.0,0.0,1.0,1,2,10,t,f,25.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49903000000001,13.32628,Apartment,Private room,2,1.5,1.0,1.0,1,2,23,f,f,72.0
t,WeiÃensee,Pankow,52.54811,13.435320000000004,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,28,44,f,f,64.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47417,13.428029999999998,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,1,15,t,f,80.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51214,13.46209,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,2,67,f,f,50.0
t,WeiÃensee,Pankow,52.54946,13.458,Apartment,Entire home/apt,1,1.0,1.0,1.0,1,2,0,f,f,50.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48463,13.43463,Apartment,Private room,2,1.0,1.0,1.0,1,3,1,f,f,35.0
f,Lichtenberg,Lichtenberg,52.51531,13.479629999999998,Apartment,Private room,2,1.0,1.0,1.0,1,1,15,t,f,12.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.49868000000001,13.439729999999996,Apartment,Private room,2,1.0,1.0,1.0,1,2,37,f,f,35.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51059,13.451629999999998,Apartment,Entire home/apt,2,1.5,1.0,1.0,1,3,11,f,f,32.0
f,Halensee,Charlottenburg-Wilm.,52.49634,13.28658,Apartment,Private room,2,1.0,1.0,1.0,1,4,3,t,f,36.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46513000000001,13.43416,Apartment,Private room,2,1.0,1.0,1.0,1,3,20,f,f,25.0
f,Charlottenburg,Charlottenburg-Wilm.,52.511669999999995,13.32831,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,1,0,f,f,56.0
f,Zehlendorf,Steglitz - Zehlendorf,52.43691999999999,13.26339,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,1,3,f,f,58.0
f,Tiergarten,Mitte,52.50285000000001,13.36801,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,28,0,f,f,65.0
f,Britz,NeukÃ¶lln,52.44643000000001,13.4291,Apartment,Entire home/apt,2,1.0,0.0,2.0,1,2,0,t,f,32.0
f,Nikolassee,Steglitz - Zehlendorf,52.43982,13.21425,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,30,2,f,f,50.0
f,Friedenau,Tempelhof - SchÃ¶neberg,52.47349000000001,13.32611,Apartment,Private room,2,1.0,1.0,1.0,1,1,1,t,f,50.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.52025,13.45836,Apartment,Private room,4,1.0,1.0,2.0,2,3,6,f,f,75.0
t,Rummelsburg,Lichtenberg,52.50209000000001,13.4726,Apartment,Entire home/apt,4,1.0,0.0,2.0,3,4,66,t,f,54.0
f,Prenzlauer Berg,Pankow,52.54185,13.42242,Apartment,Private room,2,1.0,1.0,1.0,1,3,5,f,f,20.0
t,NeukÃ¶lln,NeukÃ¶lln,52.48281999999999,13.44138,Apartment,Private room,2,1.0,1.0,1.0,1,3,72,t,f,50.0
f,Mitte,Mitte,52.51573000000001,13.41678,Apartment,Private room,2,1.0,1.0,1.0,1,2,2,f,f,50.0
f,Mitte,Mitte,52.52694,13.41131,Apartment,Private room,2,1.0,1.0,1.0,1,2,3,f,f,40.0
f,Prenzlauer Berg,Pankow,52.53349,13.41412,Apartment,Entire home/apt,4,1.0,2.0,3.0,3,1,0,f,f,75.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50766,13.45047,Apartment,Private room,2,2.0,1.0,2.0,2,2,2,t,f,30.0
t,Mitte,Mitte,52.5136,13.41533,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,120,f,f,100.0
f,NeukÃ¶lln,NeukÃ¶lln,52.46914000000001,13.4328,Apartment,Entire home/apt,3,1.0,1.0,2.0,1,2,1,t,f,24.0
f,Wedding,Mitte,52.54034,13.39001,Apartment,Private room,2,1.0,1.0,1.0,1,7,3,f,f,40.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49453000000001,13.39575,Apartment,Entire home/apt,3,1.0,2.0,2.0,1,5,3,f,f,109.0
f,Wedding,Mitte,52.55801999999999,13.3759,Apartment,Private room,2,1.0,0.0,2.0,1,,2,f,f,35.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49135,13.32674,Apartment,Entire home/apt,5,1.5,2.0,5.0,3,1,0,f,f,90.0
f,Prenzlauer Berg,Pankow,52.5448,13.40486,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,1,2,f,f,65.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.512319999999995,13.44619,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,5,1,t,f,53.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49876999999999,13.30988,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,11,f,f,46.0
f,Wedding,Mitte,52.54281,13.36319,Apartment,Private room,5,1.0,1.0,2.0,1,1,0,t,f,25.0
f,Prenzlauer Berg,Pankow,52.53952,13.422629999999998,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,3,0,f,f,101.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51877,13.46628,Apartment,Private room,2,1.0,1.0,1.0,1,4,12,t,f,20.0
t,Prenzlauer Berg,Pankow,52.5334,13.42322,Apartment,Private room,3,1.0,1.0,2.0,2,2,43,f,f,45.0
f,Friedrichsfelde,Lichtenberg,52.50911999999999,13.50467,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,2,8,f,f,77.0
f,Mitte,Mitte,52.53678000000001,13.37605,Apartment,Entire home/apt,4,1.5,2.0,4.0,1,7,0,f,f,100.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49538,13.426320000000002,Apartment,Private room,2,1.0,1.0,1.0,1,5,1,t,f,30.0
f,Tempelhof,Tempelhof - SchÃ¶neberg,52.4826,13.382570000000001,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,2,1,f,f,55.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.495140000000006,13.354370000000001,Apartment,Private room,2,1.0,1.0,1.0,1,2,247,t,f,59.0
f,Wedding,Mitte,52.55921,13.398229999999998,Apartment,Entire home/apt,2,1.0,1.0,2.0,2,12,1,f,f,65.0
f,Reinickendorf,Reinickendorf,52.56661999999999,13.34787,Hostel,Shared room,4,1.0,1.0,3.0,1,1,137,f,f,39.0
f,Mitte,Mitte,52.5107,13.40657,Apartment,Entire home/apt,5,2.0,3.0,3.0,1,3,3,f,f,200.0
f,Adlershof,Treptow - KÃ¶penick,52.43125,13.5521,Apartment,Entire home/apt,6,1.0,3.0,4.0,1,1,1,t,f,110.0
f,Mitte,Mitte,52.5332,13.40388,Apartment,Entire home/apt,3,1.0,1.0,3.0,1,3,6,t,f,70.0
f,Mitte,Mitte,52.51596999999999,13.41989,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,2,2,f,f,105.0
t,Wedding,Mitte,52.54293000000001,13.36069,Guest suite,Entire home/apt,2,1.0,0.0,1.0,1,3,15,t,f,49.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49649,13.42143,Apartment,Entire home/apt,3,1.0,1.0,2.0,2,4,19,t,f,79.0
f,Steglitz,Steglitz - Zehlendorf,52.4616,13.331829999999998,Apartment,Private room,2,1.0,1.0,1.0,1,2,4,f,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.49086,13.43109,Apartment,Shared room,1,1.0,1.0,1.0,1,1,46,f,f,19.0
f,Prenzlauer Berg,Pankow,52.53648000000001,13.42614,Apartment,Private room,2,1.0,1.0,1.0,1,4,31,f,f,20.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.48655,13.38038,Loft,Entire home/apt,3,1.0,1.0,1.0,2,1,79,f,f,50.0
f,Prenzlauer Berg,Pankow,52.53471,13.472029999999998,Apartment,Private room,2,2.5,1.0,1.0,2,1,106,f,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48086999999999,13.43794,Apartment,Private room,2,1.0,1.0,1.0,1,5,3,t,f,40.0
t,Friedrichshain,Friedrichshain-Kreuzberg,52.51348,13.467429999999998,Apartment,Entire home/apt,3,1.0,1.0,3.0,1,1,10,t,f,97.0
f,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49853,13.35617,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,0,t,f,70.0
t,Wedding,Mitte,52.55244,13.377979999999996,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,5,106,f,f,99.0
f,Wedding,Mitte,52.55187,13.37509,Apartment,Private room,1,1.0,1.0,1.0,1,14,0,t,f,13.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48589000000001,13.42669,Apartment,Private room,2,1.0,1.0,1.0,1,1,0,t,f,30.0
t,Charlottenburg,Charlottenburg-Wilm.,52.49664,13.32169,Apartment,Private room,2,1.0,1.0,1.0,1,6,76,f,f,45.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.50041,13.44736,Apartment,Private room,1,1.0,1.0,1.0,1,4,5,f,f,28.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50694000000001,13.46403,Apartment,Private room,4,1.0,1.0,1.0,1,1,0,f,f,70.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47026,13.43082,Apartment,Entire home/apt,4,1.0,0.0,2.0,2,2,5,f,f,35.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47819000000001,13.42838,Apartment,Private room,3,1.0,1.0,2.0,1,2,53,f,f,25.0
f,NeukÃ¶lln,NeukÃ¶lln,52.4549,13.427520000000001,Apartment,Private room,1,1.0,1.0,1.0,1,5,4,f,f,45.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.512980000000006,13.467670000000002,Apartment,Private room,2,1.0,1.0,1.0,1,2,9,t,f,42.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.48843000000001,13.41222,Apartment,Private room,2,2.0,1.0,1.0,2,2,23,f,f,40.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49396,13.35195,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,3,3,f,f,100.0
f,Lichtenberg,Lichtenberg,52.50294,13.56391,Apartment,Private room,2,1.0,0.0,1.0,1,1,351,t,f,23.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51304,13.46554,Apartment,Private room,2,1.0,1.0,1.0,1,2,4,f,f,39.0
f,Mitte,Mitte,52.51268000000001,13.40561,Apartment,Entire home/apt,3,1.0,1.0,1.0,1,3,2,t,f,100.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48358,13.437120000000002,Apartment,Entire home/apt,2,1.0,2.0,1.0,1,1,5,t,f,50.0
f,Kreuzberg,Friedrichshain-Kreuzberg,52.49007,13.38701,Apartment,Private room,2,2.0,1.0,1.0,1,7,1,t,f,25.0
f,Tiergarten,Mitte,52.50295,13.36309,Apartment,Entire home/apt,2,1.0,0.0,1.0,1,7,4,f,f,65.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.51198000000001,13.45546,Apartment,Private room,2,1.0,1.0,1.0,1,4,3,f,f,45.0
f,Altglienicke,Treptow - KÃ¶penick,52.38872,13.56219,House,Private room,1,2.0,1.0,1.0,1,2,3,f,f,26.0
f,Pankow,Pankow,52.56288000000001,13.40406,Apartment,Private room,2,1.0,0.0,1.0,1,2,4,t,f,20.0
f,Prenzlauer Berg,Pankow,52.53561,13.42215,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,7,5,t,f,60.0
f,Friedrichshain,Friedrichshain-Kreuzberg,52.50721,13.46416,,Shared room,2,1.0,1.0,3.0,1,1,1,f,f,15.0
t,Kreuzberg,Friedrichshain-Kreuzberg,52.50022,13.41356,Apartment,Private room,2,1.0,1.0,1.0,1,2,59,t,f,33.0
f,Wilmersdorf,Charlottenburg-Wilm.,52.49846,13.32405,Apartment,Entire home/apt,4,1.0,1.0,2.0,1,,1,f,f,59.0
t,SchÃ¶neberg,Tempelhof - SchÃ¶neberg,52.49125999999999,13.35338,Apartment,Entire home/apt,4,1.0,2.0,2.0,1,2,9,f,f,55.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47918000000001,13.438329999999999,Apartment,Private room,2,1.0,1.0,1.0,1,1,6,f,f,27.0
f,Prenzlauer Berg,Pankow,52.53658000000001,13.42236,Apartment,Private room,3,1.0,1.0,2.0,1,2,2,f,f,35.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48686,13.45016,Apartment,Private room,1,1.0,1.0,1.0,1,5,18,f,f,32.0
f,Prenzlauer Berg,Pankow,52.54331,13.42227,Apartment,Private room,2,1.0,1.0,1.0,1,2,1,t,f,30.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48158000000001,13.43204,Apartment,Private room,1,1.0,1.0,1.0,1,1,13,t,f,35.0
f,Mitte,Mitte,52.53488000000001,13.39536,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,3,1,f,f,100.0
f,Prenzlauer Berg,Pankow,52.54617,13.417879999999998,Apartment,Private room,2,1.0,1.0,1.0,1,3,6,f,f,40.0
f,Prenzlauer Berg,Pankow,52.53854000000001,13.426529999999998,Apartment,Entire home/apt,2,1.0,1.0,2.0,1,5,6,f,f,50.0
f,Westend,Charlottenburg-Wilm.,52.51549,13.273879999999998,Apartment,Private room,2,1.0,1.0,1.0,1,6,1,t,f,25.0
f,Prenzlauer Berg,Pankow,52.53581,13.433079999999999,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,14,t,f,15.0
f,NeukÃ¶lln,NeukÃ¶lln,52.48721999999999,13.44829,Condominium,Private room,2,1.0,1.0,1.0,1,1,0,t,f,45.0
f,Mitte,Mitte,52.51675,13.42144,Hostel,Private room,2,1.0,1.0,2.0,1,1,72,f,f,49.0
f,NeukÃ¶lln,NeukÃ¶lln,52.47326999999999,13.45384,Apartment,Private room,1,1.0,1.0,1.0,1,7,0,f,f,75.0
f,Prenzlauer Berg,Pankow,52.54019,13.400120000000001,Apartment,Entire home/apt,2,1.0,1.0,1.0,1,4,7,t,f,109.0
f,Mitte,Mitte,52.52951,13.38084,Apartment,Private room,1,1.0,1.0,1.0,1,1,2,f,f,70.0
